Mod:Item:MetaData, Localized Name
flatcoloredblocks:flatcoloredblock_glowing0_26:14, Glowing Dark Green Block #430
flatcoloredblocks:flatcoloredblock_glowing0_26:15, Glowing Dark Green Block #431
flatcoloredblocks:flatcoloredblock_glowing0_27:0, Glowing Dark Green Block #432
flatcoloredblocks:flatcoloredblock_glowing0_27:1, Glowing Dark Green Block #433
flatcoloredblocks:flatcoloredblock_glowing0_27:2, Glowing Green Block #434
flatcoloredblocks:flatcoloredblock_glowing0_27:3, Glowing Green Block #435
flatcoloredblocks:flatcoloredblock_glowing0_27:4, Glowing Green Block #436
flatcoloredblocks:flatcoloredblock_glowing0_27:5, Glowing Green Block #437
flatcoloredblocks:flatcoloredblock_glowing0_27:6, Glowing Green Block #438
flatcoloredblocks:flatcoloredblock_glowing0_27:7, Glowing Green Block #439
flatcoloredblocks:flatcoloredblock_glowing0_27:8, Glowing Dark Green Block #440
flatcoloredblocks:flatcoloredblock_glowing0_27:9, Glowing Dark Green Block #441
flatcoloredblocks:flatcoloredblock_glowing0_27:10, Glowing Dark Green Block #442
flatcoloredblocks:flatcoloredblock_glowing0_27:11, Glowing Dark Green Block #443
flatcoloredblocks:flatcoloredblock_glowing0_27:12, Glowing Green Block #444
flatcoloredblocks:flatcoloredblock_glowing0_27:13, Glowing Green Block #445
flatcoloredblocks:flatcoloredblock_glowing0_27:14, Glowing Green Block #446
flatcoloredblocks:flatcoloredblock_glowing0_27:15, Glowing Light Green Block #447
flatcoloredblocks:flatcoloredblock_glowing0_28:0, Glowing Light Green Block #448
flatcoloredblocks:flatcoloredblock_glowing0_28:1, Glowing Light Green Block #449
flatcoloredblocks:flatcoloredblock_glowing0_28:2, Glowing Dark Green Block #450
flatcoloredblocks:flatcoloredblock_glowing0_28:3, Glowing Dark Green Block #451
flatcoloredblocks:flatcoloredblock_glowing0_28:4, Glowing Dark Green Block #452
flatcoloredblocks:flatcoloredblock_glowing0_28:5, Glowing Dark Green Block #453
flatcoloredblocks:flatcoloredblock_glowing0_28:6, Glowing Green Block #454
flatcoloredblocks:flatcoloredblock_glowing0_28:7, Glowing Green Block #455
flatcoloredblocks:flatcoloredblock_glowing0_28:8, Glowing Green Block #456
flatcoloredblocks:flatcoloredblock_glowing0_28:9, Glowing Light Green Block #457
flatcoloredblocks:flatcoloredblock_glowing0_28:10, Glowing Light Green Block #458
flatcoloredblocks:flatcoloredblock_glowing0_28:11, Glowing Light Green Block #459
flatcoloredblocks:flatcoloredblock_glowing0_28:12, Glowing Dark Green Block #460
flatcoloredblocks:flatcoloredblock_glowing0_28:13, Glowing Dark Green Block #461
flatcoloredblocks:flatcoloredblock_glowing0_28:14, Glowing Dark Green Block #462
flatcoloredblocks:flatcoloredblock_glowing0_28:15, Glowing Dark Green Block #463
flatcoloredblocks:flatcoloredblock_glowing0_29:0, Glowing Green Block #464
flatcoloredblocks:flatcoloredblock_glowing0_29:1, Glowing Green Block #465
flatcoloredblocks:flatcoloredblock_glowing0_29:2, Glowing Green Block #466
flatcoloredblocks:flatcoloredblock_glowing0_29:3, Glowing Green Block #467
flatcoloredblocks:flatcoloredblock_glowing0_29:4, Glowing Green Block #468
flatcoloredblocks:flatcoloredblock_glowing0_29:5, Glowing Green Block #469
flatcoloredblocks:flatcoloredblock_glowing0_29:6, Glowing Dark Green Block #470
flatcoloredblocks:flatcoloredblock_glowing0_29:7, Glowing Dark Green Block #471
flatcoloredblocks:flatcoloredblock_glowing0_29:8, Glowing Dark Green Block #472
flatcoloredblocks:flatcoloredblock_glowing0_29:9, Glowing Dark Green Block #473
flatcoloredblocks:flatcoloredblock_glowing0_29:10, Glowing Green Block #474
flatcoloredblocks:flatcoloredblock_glowing0_29:11, Glowing Green Block #475
flatcoloredblocks:flatcoloredblock_glowing0_29:12, Glowing Green Block #476
flatcoloredblocks:flatcoloredblock_glowing0_29:13, Glowing Green Block #477
flatcoloredblocks:flatcoloredblock_glowing0_29:14, Glowing Green Block #478
flatcoloredblocks:flatcoloredblock_glowing0_29:15, Glowing Green Block #479
flatcoloredblocks:flatcoloredblock_glowing0_30:0, Glowing Dark Emerald Block #480
flatcoloredblocks:flatcoloredblock_glowing0_30:1, Glowing Dark Emerald Block #481
flatcoloredblocks:flatcoloredblock_glowing0_30:2, Glowing Dark Emerald Block #482
flatcoloredblocks:flatcoloredblock_glowing0_30:3, Glowing Dark Emerald Block #483
flatcoloredblocks:flatcoloredblock_glowing0_30:4, Glowing Emerald Block #484
flatcoloredblocks:flatcoloredblock_glowing0_30:5, Glowing Emerald Block #485
flatcoloredblocks:flatcoloredblock_glowing0_30:6, Glowing Emerald Block #486
flatcoloredblocks:flatcoloredblock_glowing0_30:7, Glowing Light Emerald Block #487
flatcoloredblocks:flatcoloredblock_glowing0_30:8, Glowing Light Emerald Block #488
flatcoloredblocks:flatcoloredblock_glowing0_30:9, Glowing Light Emerald Block #489
flatcoloredblocks:flatcoloredblock_glowing0_30:10, Glowing Dark Emerald Block #490
flatcoloredblocks:flatcoloredblock_glowing0_30:11, Glowing Dark Emerald Block #491
flatcoloredblocks:flatcoloredblock_glowing0_30:12, Glowing Dark Emerald Block #492
flatcoloredblocks:flatcoloredblock_glowing0_30:13, Glowing Dark Emerald Block #493
flatcoloredblocks:flatcoloredblock_glowing0_30:14, Glowing Emerald Block #494
flatcoloredblocks:flatcoloredblock_glowing0_30:15, Glowing Emerald Block #495
flatcoloredblocks:flatcoloredblock_glowing0_31:0, Glowing Emerald Block #496
flatcoloredblocks:flatcoloredblock_glowing0_31:1, Glowing Light Emerald Block #497
flatcoloredblocks:flatcoloredblock_glowing0_31:2, Glowing Light Emerald Block #498
flatcoloredblocks:flatcoloredblock_glowing0_31:3, Glowing Light Emerald Block #499
flatcoloredblocks:flatcoloredblock_glowing0_31:4, Glowing Dark Emerald Block #500
flatcoloredblocks:flatcoloredblock_glowing0_31:5, Glowing Dark Emerald Block #501
flatcoloredblocks:flatcoloredblock_glowing0_31:6, Glowing Dark Emerald Block #502
flatcoloredblocks:flatcoloredblock_glowing0_31:7, Glowing Dark Emerald Block #503
flatcoloredblocks:flatcoloredblock_glowing0_31:8, Glowing Emerald Block #504
flatcoloredblocks:flatcoloredblock_glowing0_31:9, Glowing Emerald Block #505
flatcoloredblocks:flatcoloredblock_glowing0_31:10, Glowing Emerald Block #506
flatcoloredblocks:flatcoloredblock_glowing0_31:11, Glowing Emerald Block #507
flatcoloredblocks:flatcoloredblock_glowing0_31:12, Glowing Emerald Block #508
flatcoloredblocks:flatcoloredblock_glowing0_31:13, Glowing Emerald Block #509
flatcoloredblocks:flatcoloredblock_glowing0_31:14, Glowing Dark Emerald Block #510
flatcoloredblocks:flatcoloredblock_glowing0_31:15, Glowing Dark Emerald Block #511
flatcoloredblocks:flatcoloredblock_glowing0_32:0, Glowing Dark Emerald Block #512
flatcoloredblocks:flatcoloredblock_glowing0_32:1, Glowing Dark Emerald Block #513
flatcoloredblocks:flatcoloredblock_glowing0_32:2, Glowing Emerald Block #514
flatcoloredblocks:flatcoloredblock_glowing0_32:3, Glowing Emerald Block #515
flatcoloredblocks:flatcoloredblock_glowing0_32:4, Glowing Emerald Block #516
flatcoloredblocks:flatcoloredblock_glowing0_32:5, Glowing Emerald Block #517
flatcoloredblocks:flatcoloredblock_glowing0_32:6, Glowing Emerald Block #518
flatcoloredblocks:flatcoloredblock_glowing0_32:7, Glowing Emerald Block #519
flatcoloredblocks:flatcoloredblock_glowing0_32:8, Glowing Dark Emerald Block #520
flatcoloredblocks:flatcoloredblock_glowing0_32:9, Glowing Dark Emerald Block #521
flatcoloredblocks:flatcoloredblock_glowing0_32:10, Glowing Dark Emerald Block #522
flatcoloredblocks:flatcoloredblock_glowing0_32:11, Glowing Dark Emerald Block #523
flatcoloredblocks:flatcoloredblock_glowing0_32:12, Glowing Emerald Block #524
flatcoloredblocks:flatcoloredblock_glowing0_32:13, Glowing Emerald Block #525
flatcoloredblocks:flatcoloredblock_glowing0_32:14, Glowing Emerald Block #526
flatcoloredblocks:flatcoloredblock_glowing0_32:15, Glowing Light Emerald Block #527
flatcoloredblocks:flatcoloredblock_glowing0_33:0, Glowing Light Emerald Block #528
flatcoloredblocks:flatcoloredblock_glowing0_33:1, Glowing Light Emerald Block #529
flatcoloredblocks:flatcoloredblock_glowing0_33:2, Glowing Dark Emerald Block #530
flatcoloredblocks:flatcoloredblock_glowing0_33:3, Glowing Dark Emerald Block #531
flatcoloredblocks:flatcoloredblock_glowing0_33:4, Glowing Dark Emerald Block #532
flatcoloredblocks:flatcoloredblock_glowing0_33:5, Glowing Dark Emerald Block #533
flatcoloredblocks:flatcoloredblock_glowing0_33:6, Glowing Emerald Block #534
flatcoloredblocks:flatcoloredblock_glowing0_33:7, Glowing Emerald Block #535
flatcoloredblocks:flatcoloredblock_glowing0_33:8, Glowing Emerald Block #536
flatcoloredblocks:flatcoloredblock_glowing0_33:9, Glowing Light Emerald Block #537
flatcoloredblocks:flatcoloredblock_glowing0_33:10, Glowing Light Emerald Block #538
flatcoloredblocks:flatcoloredblock_glowing0_33:11, Glowing Light Emerald Block #539
flatcoloredblocks:flatcoloredblock_glowing0_33:12, Glowing Dark Emerald Block #540
flatcoloredblocks:flatcoloredblock_glowing0_33:13, Glowing Dark Emerald Block #541
flatcoloredblocks:flatcoloredblock_glowing0_33:14, Glowing Dark Emerald Block #542
flatcoloredblocks:flatcoloredblock_glowing0_33:15, Glowing Dark Emerald Block #543
flatcoloredblocks:flatcoloredblock_glowing0_34:0, Glowing Emerald Block #544
flatcoloredblocks:flatcoloredblock_glowing0_34:1, Glowing Emerald Block #545
flatcoloredblocks:flatcoloredblock_glowing0_34:2, Glowing Emerald Block #546
flatcoloredblocks:flatcoloredblock_glowing0_34:3, Glowing Emerald Block #547
flatcoloredblocks:flatcoloredblock_glowing0_34:4, Glowing Emerald Block #548
flatcoloredblocks:flatcoloredblock_glowing0_34:5, Glowing Emerald Block #549
flatcoloredblocks:flatcoloredblock_glowing0_34:6, Glowing Dark Emerald Block #550
flatcoloredblocks:flatcoloredblock_glowing0_34:7, Glowing Dark Emerald Block #551
flatcoloredblocks:flatcoloredblock_glowing0_34:8, Glowing Dark Emerald Block #552
flatcoloredblocks:flatcoloredblock_glowing0_34:9, Glowing Dark Emerald Block #553
flatcoloredblocks:flatcoloredblock_glowing0_34:10, Glowing Emerald Block #554
flatcoloredblocks:flatcoloredblock_glowing0_34:11, Glowing Emerald Block #555
flatcoloredblocks:flatcoloredblock_glowing0_34:12, Glowing Emerald Block #556
flatcoloredblocks:flatcoloredblock_glowing0_34:13, Glowing Emerald Block #557
flatcoloredblocks:flatcoloredblock_glowing0_34:14, Glowing Emerald Block #558
flatcoloredblocks:flatcoloredblock_glowing0_34:15, Glowing Emerald Block #559
flatcoloredblocks:flatcoloredblock_glowing0_35:0, Glowing Dark Emerald Block #560
flatcoloredblocks:flatcoloredblock_glowing0_35:1, Glowing Dark Emerald Block #561
flatcoloredblocks:flatcoloredblock_glowing0_35:2, Glowing Dark Emerald Block #562
flatcoloredblocks:flatcoloredblock_glowing0_35:3, Glowing Dark Emerald Block #563
flatcoloredblocks:flatcoloredblock_glowing0_35:4, Glowing Emerald Block #564
flatcoloredblocks:flatcoloredblock_glowing0_35:5, Glowing Emerald Block #565
flatcoloredblocks:flatcoloredblock_glowing0_35:6, Glowing Emerald Block #566
flatcoloredblocks:flatcoloredblock_glowing0_35:7, Glowing Light Emerald Block #567
flatcoloredblocks:flatcoloredblock_glowing0_35:8, Glowing Light Emerald Block #568
flatcoloredblocks:flatcoloredblock_glowing0_35:9, Glowing Light Emerald Block #569
flatcoloredblocks:flatcoloredblock_glowing0_35:10, Glowing Dark Emerald Block #570
flatcoloredblocks:flatcoloredblock_glowing0_35:11, Glowing Dark Emerald Block #571
flatcoloredblocks:flatcoloredblock_glowing0_35:12, Glowing Dark Emerald Block #572
flatcoloredblocks:flatcoloredblock_glowing0_35:13, Glowing Dark Emerald Block #573
flatcoloredblocks:flatcoloredblock_glowing0_35:14, Glowing Emerald Block #574
flatcoloredblocks:flatcoloredblock_glowing0_35:15, Glowing Emerald Block #575
flatcoloredblocks:flatcoloredblock_glowing0_36:0, Glowing Emerald Block #576
flatcoloredblocks:flatcoloredblock_glowing0_36:1, Glowing Light Emerald Block #577
flatcoloredblocks:flatcoloredblock_glowing0_36:2, Glowing Light Emerald Block #578
flatcoloredblocks:flatcoloredblock_glowing0_36:3, Glowing Light Emerald Block #579
flatcoloredblocks:flatcoloredblock_glowing0_36:4, Glowing Dark Emerald Block #580
flatcoloredblocks:flatcoloredblock_glowing0_36:5, Glowing Dark Emerald Block #581
flatcoloredblocks:flatcoloredblock_glowing0_36:6, Glowing Dark Emerald Block #582
flatcoloredblocks:flatcoloredblock_glowing0_36:7, Glowing Dark Emerald Block #583
flatcoloredblocks:flatcoloredblock_glowing0_36:8, Glowing Emerald Block #584
flatcoloredblocks:flatcoloredblock_glowing0_36:9, Glowing Emerald Block #585
flatcoloredblocks:flatcoloredblock_glowing0_36:10, Glowing Emerald Block #586
flatcoloredblocks:flatcoloredblock_glowing0_36:11, Glowing Emerald Block #587
flatcoloredblocks:flatcoloredblock_glowing0_36:12, Glowing Emerald Block #588
flatcoloredblocks:flatcoloredblock_glowing0_36:13, Glowing Emerald Block #589
flatcoloredblocks:flatcoloredblock_glowing0_36:14, Glowing Dark Emerald Block #590
flatcoloredblocks:flatcoloredblock_glowing0_36:15, Glowing Dark Emerald Block #591
flatcoloredblocks:flatcoloredblock_glowing0_37:0, Glowing Dark Emerald Block #592
flatcoloredblocks:flatcoloredblock_glowing0_37:1, Glowing Dark Emerald Block #593
flatcoloredblocks:flatcoloredblock_glowing0_37:2, Glowing Emerald Block #594
flatcoloredblocks:flatcoloredblock_glowing0_37:3, Glowing Emerald Block #595
flatcoloredblocks:flatcoloredblock_glowing0_37:4, Glowing Emerald Block #596
flatcoloredblocks:flatcoloredblock_glowing0_37:5, Glowing Emerald Block #597
flatcoloredblocks:flatcoloredblock_glowing0_37:6, Glowing Emerald Block #598
flatcoloredblocks:flatcoloredblock_glowing0_37:7, Glowing Emerald Block #599
flatcoloredblocks:flatcoloredblock_glowing0_37:8, Glowing Dark Cyan Block #600
flatcoloredblocks:flatcoloredblock_glowing0_37:9, Glowing Dark Cyan Block #601
flatcoloredblocks:flatcoloredblock_glowing0_37:10, Glowing Dark Cyan Block #602
flatcoloredblocks:flatcoloredblock_glowing0_37:11, Glowing Dark Cyan Block #603
flatcoloredblocks:flatcoloredblock_glowing0_37:12, Glowing Cyan Block #604
flatcoloredblocks:flatcoloredblock_glowing0_37:13, Glowing Cyan Block #605
flatcoloredblocks:flatcoloredblock_glowing0_37:14, Glowing Cyan Block #606
flatcoloredblocks:flatcoloredblock_glowing0_37:15, Glowing Light Cyan Block #607
flatcoloredblocks:flatcoloredblock_glowing0_38:0, Glowing Light Cyan Block #608
flatcoloredblocks:flatcoloredblock_glowing0_38:1, Glowing Light Cyan Block #609
flatcoloredblocks:flatcoloredblock_glowing0_38:2, Glowing Dark Cyan Block #610
flatcoloredblocks:flatcoloredblock_glowing0_38:3, Glowing Dark Cyan Block #611
flatcoloredblocks:flatcoloredblock_glowing0_38:4, Glowing Dark Cyan Block #612
flatcoloredblocks:flatcoloredblock_glowing0_38:5, Glowing Dark Cyan Block #613
flatcoloredblocks:flatcoloredblock_glowing0_38:6, Glowing Cyan Block #614
flatcoloredblocks:flatcoloredblock_glowing0_38:7, Glowing Cyan Block #615
flatcoloredblocks:flatcoloredblock_glowing0_38:8, Glowing Cyan Block #616
flatcoloredblocks:flatcoloredblock_glowing0_38:9, Glowing Light Cyan Block #617
flatcoloredblocks:flatcoloredblock_glowing0_38:10, Glowing Light Cyan Block #618
flatcoloredblocks:flatcoloredblock_glowing0_38:11, Glowing Light Cyan Block #619
flatcoloredblocks:flatcoloredblock_glowing0_38:12, Glowing Dark Cyan Block #620
flatcoloredblocks:flatcoloredblock_glowing0_38:13, Glowing Dark Cyan Block #621
flatcoloredblocks:flatcoloredblock_glowing0_38:14, Glowing Dark Cyan Block #622
flatcoloredblocks:flatcoloredblock_glowing0_38:15, Glowing Dark Cyan Block #623
flatcoloredblocks:flatcoloredblock_glowing0_39:0, Glowing Cyan Block #624
flatcoloredblocks:flatcoloredblock_glowing0_39:1, Glowing Cyan Block #625
flatcoloredblocks:flatcoloredblock_glowing0_39:2, Glowing Cyan Block #626
flatcoloredblocks:flatcoloredblock_glowing0_39:3, Glowing Cyan Block #627
flatcoloredblocks:flatcoloredblock_glowing0_39:4, Glowing Cyan Block #628
flatcoloredblocks:flatcoloredblock_glowing0_39:5, Glowing Cyan Block #629
flatcoloredblocks:flatcoloredblock_glowing0_39:6, Glowing Dark Cyan Block #630
flatcoloredblocks:flatcoloredblock_glowing0_39:7, Glowing Dark Cyan Block #631
flatcoloredblocks:flatcoloredblock_glowing0_39:8, Glowing Dark Cyan Block #632
flatcoloredblocks:flatcoloredblock_glowing0_39:9, Glowing Dark Cyan Block #633
flatcoloredblocks:flatcoloredblock_glowing0_39:10, Glowing Cyan Block #634
flatcoloredblocks:flatcoloredblock_glowing0_39:11, Glowing Cyan Block #635
flatcoloredblocks:flatcoloredblock_glowing0_39:12, Glowing Cyan Block #636
flatcoloredblocks:flatcoloredblock_glowing0_39:13, Glowing Cyan Block #637
flatcoloredblocks:flatcoloredblock_glowing0_39:14, Glowing Cyan Block #638
flatcoloredblocks:flatcoloredblock_glowing0_39:15, Glowing Cyan Block #639
flatcoloredblocks:flatcoloredblock_glowing0_40:0, Glowing Dark Cyan Block #640
flatcoloredblocks:flatcoloredblock_glowing0_40:1, Glowing Dark Cyan Block #641
flatcoloredblocks:flatcoloredblock_glowing0_40:2, Glowing Dark Cyan Block #642
flatcoloredblocks:flatcoloredblock_glowing0_40:3, Glowing Dark Cyan Block #643
flatcoloredblocks:flatcoloredblock_glowing0_40:4, Glowing Cyan Block #644
flatcoloredblocks:flatcoloredblock_glowing0_40:5, Glowing Cyan Block #645
flatcoloredblocks:flatcoloredblock_glowing0_40:6, Glowing Cyan Block #646
flatcoloredblocks:flatcoloredblock_glowing0_40:7, Glowing Light Cyan Block #647
flatcoloredblocks:flatcoloredblock_glowing0_40:8, Glowing Light Cyan Block #648
flatcoloredblocks:flatcoloredblock_glowing0_40:9, Glowing Light Cyan Block #649
flatcoloredblocks:flatcoloredblock_glowing0_40:10, Glowing Dark Cyan Block #650
flatcoloredblocks:flatcoloredblock_glowing0_40:11, Glowing Dark Cyan Block #651
flatcoloredblocks:flatcoloredblock_glowing0_40:12, Glowing Dark Cyan Block #652
flatcoloredblocks:flatcoloredblock_glowing0_40:13, Glowing Dark Cyan Block #653
flatcoloredblocks:flatcoloredblock_glowing0_40:14, Glowing Cyan Block #654
flatcoloredblocks:flatcoloredblock_glowing0_40:15, Glowing Cyan Block #655
flatcoloredblocks:flatcoloredblock_glowing0_41:0, Glowing Cyan Block #656
flatcoloredblocks:flatcoloredblock_glowing0_41:1, Glowing Light Cyan Block #657
flatcoloredblocks:flatcoloredblock_glowing0_41:2, Glowing Light Cyan Block #658
flatcoloredblocks:flatcoloredblock_glowing0_41:3, Glowing Light Cyan Block #659
flatcoloredblocks:flatcoloredblock_glowing0_41:4, Glowing Dark Cyan Block #660
flatcoloredblocks:flatcoloredblock_glowing0_41:5, Glowing Dark Cyan Block #661
flatcoloredblocks:flatcoloredblock_glowing0_41:6, Glowing Dark Cyan Block #662
flatcoloredblocks:flatcoloredblock_glowing0_41:7, Glowing Dark Cyan Block #663
flatcoloredblocks:flatcoloredblock_glowing0_41:8, Glowing Cyan Block #664
flatcoloredblocks:flatcoloredblock_glowing0_41:9, Glowing Cyan Block #665
flatcoloredblocks:flatcoloredblock_glowing0_41:10, Glowing Cyan Block #666
